type,byte,FingerPrint,Corelation
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,74,0.0,1.0
application/zip,74,0.0,1.0
image/vnd.microsoft.icon,74,0.0,1.0
video/quicktime,74,0.0,1.0
video/mp4,74,0.0,1.0
application/xml,75,0.0,1.0
application/fits,75,0.0,1.0
application/x-sh,75,0.0,1.0
application/x-msdownload,75,0.0,1.0
image/jpeg,75,0.0,1.0
application/atom+xml,75,0.0,1.0
image/gif,75,0.0,1.0
image/x-ms-bmp,75,0.0,1.0
image/svg+xml,75,0.0,1.0
text/x-php,75,0.0,1.0
application/xhtml+xml,75,0.0,1.0
application/postscript,75,0.0,1.0
application/x-tika-msoffice,75,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,75,0.0,1.0
video/x-flv,75,0.0,1.0
text/x-matlab,75,0.0,1.0
application/vnd.ms-excel,75,0.0,1.0
text/plain,75,0.0,1.0
image/png,75,0.0,1.0
application/pdf,75,0.0,1.0
application/msword,75,0.0,1.0
application/x-compress,75,0.0,1.0
application/x-tika-ooxml,75,0.0,1.0
application/rdf+xml,75,0.0,1.0
application/vnd.google-earth.kml+xml,75,0.0,1.0
application/rss+xml,75,0.0,1.0
application/epub+zip,75,0.0,1.0
application/x-elc,75,0.0,1.0
audio/mpeg,75,0.0,1.0
text/html,75,0.0,1.0
image/tiff,75,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,75,0.0,1.0
application/zip,75,0.0,1.0
image/vnd.microsoft.icon,75,0.0,1.0
video/quicktime,75,0.0,1.0
video/mp4,75,0.0,1.0
application/xml,76,0.0,1.0
application/fits,76,0.0,1.0
application/x-sh,76,0.0,1.0
application/x-msdownload,76,0.0,1.0
image/jpeg,76,0.0,1.0
application/atom+xml,76,0.0,1.0
image/gif,76,0.0,1.0
image/x-ms-bmp,76,0.0,1.0
image/svg+xml,76,0.0,1.0
text/x-php,76,0.0,1.0
application/xhtml+xml,76,0.0,1.0
application/postscript,76,0.0,1.0
application/x-tika-msoffice,76,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,76,0.0,1.0
video/x-flv,76,0.0,1.0
text/x-matlab,76,0.0,1.0
application/vnd.ms-excel,76,0.0,1.0
text/plain,76,0.0,1.0
image/png,76,0.0,1.0
application/pdf,76,0.0,1.0
application/msword,76,0.0,1.0
application/x-compress,76,0.0,1.0
application/x-tika-ooxml,76,0.0,1.0
application/rdf+xml,76,0.0,1.0
application/vnd.google-earth.kml+xml,76,0.0,1.0
application/rss+xml,76,0.0,1.0
application/epub+zip,76,0.0,1.0
application/x-elc,76,0.0,1.0
audio/mpeg,76,0.0,1.0
text/html,76,0.0,1.0
image/tiff,76,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,76,0.0,1.0
application/zip,76,0.0,1.0
image/vnd.microsoft.icon,76,0.0,1.0
video/quicktime,76,0.0,1.0
video/mp4,76,0.0,1.0
application/xml,77,0.0,1.0
application/fits,77,0.0,1.0
application/x-sh,77,0.0,1.0
application/x-msdownload,77,0.0,1.0
image/jpeg,77,0.0,1.0
application/atom+xml,77,0.0,1.0
image/gif,77,0.0,1.0
image/x-ms-bmp,77,0.0,1.0
image/svg+xml,77,0.0,1.0
text/x-php,77,0.0,1.0
application/xhtml+xml,77,0.0,1.0
application/postscript,77,0.0,1.0
application/x-tika-msoffice,77,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,77,0.0,1.0
video/x-flv,77,0.0,1.0
text/x-matlab,77,0.0,1.0
application/vnd.ms-excel,77,0.0,1.0
text/plain,77,0.0,1.0
image/png,77,0.0,1.0
application/pdf,77,0.0,1.0
application/msword,77,0.0,1.0
application/x-compress,77,0.0,1.0
application/x-tika-ooxml,77,0.0,1.0
application/rdf+xml,77,0.0,1.0
application/vnd.google-earth.kml+xml,77,0.0,1.0
application/rss+xml,77,0.0,1.0
application/epub+zip,77,0.0,1.0
application/x-elc,77,0.0,1.0
audio/mpeg,77,0.0,1.0
text/html,77,0.0,1.0
image/tiff,77,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,77,0.0,1.0
application/zip,77,0.0,1.0
image/vnd.microsoft.icon,77,0.0,1.0
video/quicktime,77,0.0,1.0
video/mp4,77,0.0,1.0
application/xml,78,0.0,1.0
application/fits,78,0.0,1.0
application/x-sh,78,0.0,1.0
application/x-msdownload,78,0.0,1.0
image/jpeg,78,0.0,1.0
application/atom+xml,78,0.0,1.0
image/gif,78,0.0,1.0
image/x-ms-bmp,78,0.0,1.0
image/svg+xml,78,0.0,1.0
text/x-php,78,0.0,1.0
application/xhtml+xml,78,0.0,1.0
application/postscript,78,0.0,1.0
application/x-tika-msoffice,78,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,78,0.0,1.0
video/x-flv,78,0.0,1.0
text/x-matlab,78,0.0,1.0
application/vnd.ms-excel,78,0.0,1.0
text/plain,78,0.0,1.0
image/png,78,0.0,1.0
application/pdf,78,0.0,1.0
application/msword,78,0.0,1.0
application/x-compress,78,0.0,1.0
application/x-tika-ooxml,78,0.0,1.0
application/rdf+xml,78,0.0,1.0
application/vnd.google-earth.kml+xml,78,0.0,1.0
application/rss+xml,78,0.0,1.0
application/epub+zip,78,0.0,1.0
application/x-elc,78,0.0,1.0
audio/mpeg,78,0.0,1.0
text/html,78,0.0,1.0
image/tiff,78,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,78,0.0,1.0
application/zip,78,0.0,1.0
image/vnd.microsoft.icon,78,0.0,1.0
video/quicktime,78,0.0,1.0
video/mp4,78,0.0,1.0
application/xml,79,0.059782608695652203,0.8364138588411408
application/fits,79,0.059782608695652176,1.0
application/x-sh,79,0.059782608695652176,1.0
application/x-msdownload,79,0.059782608695652176,1.0
image/jpeg,79,0.059782608695651475,0.4179594511816148
application/atom+xml,79,0.05978260869565217,0.8350853964193891
image/gif,79,0.0597826086956523,0.8502032151817422
image/x-ms-bmp,79,0.059782608695652176,1.0
image/svg+xml,79,0.05978260869565217,0.70151914027488
text/x-php,79,0.059782608695652176,1.0
application/xhtml+xml,79,0.05978260869564472,0.23693133615112855
application/postscript,79,0.05978260869565216,0.8790717132108307
application/x-tika-msoffice,79,0.059782608695652176,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,79,0.05978260869565218,0.41158466542903155
video/x-flv,79,0.059782608695652176,1.0
text/x-matlab,79,0.059782608695652155,0.7419507286402192
application/vnd.ms-excel,79,0.059782608695652176,1.0
text/plain,79,0.0597826086956508,0.5716451379810559
image/png,79,0.05978260869565231,0.8877600201817634
application/pdf,79,0.059782608695651926,0.8883763489230889
application/msword,79,0.059782608695652176,1.0
application/x-compress,79,0.05978260869565218,0.41158466542903155
application/x-tika-ooxml,79,0.059782608695652176,1.0
application/rdf+xml,79,0.059782608695652176,1.0
application/vnd.google-earth.kml+xml,79,0.059782608695652176,1.0
application/rss+xml,79,0.059782608695652294,0.7941489602073942
application/epub+zip,79,0.059782608695652176,1.0
application/x-elc,79,0.059782608695652176,1.0
audio/mpeg,79,0.05978260869565218,0.41158466542903155
text/html,79,0.05978260869564031,0.3341867126791891
image/tiff,79,0.05978260869565218,0.41158466542903155
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,79,0.059782608695652176,1.0
application/zip,79,0.059782608695652176,1.0
image/vnd.microsoft.icon,79,0.059782608695652155,0.7512882597810702
video/quicktime,79,0.059782608695652224,0.6562962855307839
video/mp4,79,0.059782608695652176,1.0
application/xml,80,0.059782608695652203,0.8364138588411408
application/fits,80,0.059782608695652176,1.0
application/x-sh,80,0.059782608695652176,1.0
application/x-msdownload,80,0.059782608695652176,1.0
image/jpeg,80,0.059782608695651475,0.4179594511816148
application/atom+xml,80,0.05978260869565217,0.8350853964193891
image/gif,80,0.0597826086956523,0.8502032151817422
image/x-ms-bmp,80,0.059782608695652176,1.0
image/svg+xml,80,0.05978260869565217,0.70151914027488
text/x-php,80,0.059782608695652176,1.0
application/xhtml+xml,80,0.05978260869564472,0.23693133615112855
application/postscript,80,0.05978260869565216,0.8790717132108307
application/x-tika-msoffice,80,0.059782608695652176,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,80,0.05978260869565218,0.41158466542903155
video/x-flv,80,0.059782608695652176,1.0
text/x-matlab,80,0.059782608695652155,0.7419507286402192
application/vnd.ms-excel,80,0.059782608695652176,1.0
text/plain,80,0.0597826086956508,0.5716451379810559
image/png,80,0.05978260869565231,0.8877600201817634
application/pdf,80,0.059782608695651926,0.8883763489230889
application/msword,80,0.059782608695652176,1.0
application/x-compress,80,0.05978260869565218,0.41158466542903155
application/x-tika-ooxml,80,0.059782608695652176,1.0
application/rdf+xml,80,0.059782608695652176,1.0
application/vnd.google-earth.kml+xml,80,0.059782608695652176,1.0
application/rss+xml,80,0.059782608695652294,0.7941489602073942
application/epub+zip,80,0.059782608695652176,1.0
application/x-elc,80,0.059782608695652176,1.0
audio/mpeg,80,0.05978260869565218,0.41158466542903155
text/html,80,0.05978260869564031,0.3341867126791891
image/tiff,80,0.05978260869565218,0.41158466542903155
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,80,0.059782608695652176,1.0
application/zip,80,0.059782608695652176,1.0
image/vnd.microsoft.icon,80,0.059782608695652155,0.7512882597810702
video/quicktime,80,0.059782608695652224,0.6562962855307839
video/mp4,80,0.059782608695652176,1.0
application/xml,81,0.07065217391304347,1.0
application/fits,81,0.07065217391304347,1.0
application/x-sh,81,0.07065217391304347,1.0
application/x-msdownload,81,0.07065217391304347,1.0
image/jpeg,81,0.0706521739130444,0.21533415014849597
application/atom+xml,81,0.07065217391304347,1.0
image/gif,81,0.07065217391304338,0.9064954111493664
image/x-ms-bmp,81,0.07065217391304347,1.0
image/svg+xml,81,0.07065217391304347,1.0
text/x-php,81,0.07065217391304347,1.0
application/xhtml+xml,81,0.07065217391304765,0.6360865842912595
application/postscript,81,0.07065217391304347,1.0
application/x-tika-msoffice,81,0.07065217391304347,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,81,0.07065217391304347,1.0
video/x-flv,81,0.07065217391304347,1.0
text/x-matlab,81,0.07065217391304347,1.0
application/vnd.ms-excel,81,0.07065217391304347,1.0
text/plain,81,0.07065217391304494,0.5267038889598339
image/png,81,0.07065217391304338,0.9374061440671596
application/pdf,81,0.07065217391304415,0.4159855990076272
application/msword,81,0.07065217391304347,1.0
application/x-compress,81,0.07065217391304347,1.0
application/x-tika-ooxml,81,0.07065217391304347,1.0
application/rdf+xml,81,0.07065217391304347,1.0
application/vnd.google-earth.kml+xml,81,0.07065217391304347,1.0
application/rss+xml,81,0.07065217391304342,0.9502392443439095
application/epub+zip,81,0.07065217391304347,1.0
application/x-elc,81,0.07065217391304347,1.0
audio/mpeg,81,0.07065217391304347,1.0
text/html,81,0.07065217391303888,0.8485135292819899
image/tiff,81,0.07065217391304347,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,81,0.07065217391304347,1.0
application/zip,81,0.07065217391304347,1.0
image/vnd.microsoft.icon,81,0.07065217391304347,1.0
video/quicktime,81,0.07065217391304351,0.7338789827801128
video/mp4,81,0.07065217391304347,1.0
application/xml,82,0.0,1.0
application/fits,82,0.0,1.0
application/x-sh,82,0.0,1.0
application/x-msdownload,82,0.0,1.0
image/jpeg,82,0.0,1.0
application/atom+xml,82,0.0,1.0
image/gif,82,0.0,1.0
image/x-ms-bmp,82,0.0,1.0
image/svg+xml,82,0.0,1.0
text/x-php,82,0.0,1.0
application/xhtml+xml,82,0.0,1.0
application/postscript,82,0.0,1.0
application/x-tika-msoffice,82,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,82,0.0,1.0
video/x-flv,82,0.0,1.0
text/x-matlab,82,0.0,1.0
application/vnd.ms-excel,82,0.0,1.0
text/plain,82,0.0,1.0
image/png,82,0.0,1.0
application/pdf,82,0.0,1.0
application/msword,82,0.0,1.0
application/x-compress,82,0.0,1.0
application/x-tika-ooxml,82,0.0,1.0
application/rdf+xml,82,0.0,1.0
application/vnd.google-earth.kml+xml,82,0.0,1.0
application/rss+xml,82,0.0,1.0
application/epub+zip,82,0.0,1.0
application/x-elc,82,0.0,1.0
audio/mpeg,82,0.0,1.0
text/html,82,0.0,1.0
image/tiff,82,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,82,0.0,1.0
application/zip,82,0.0,1.0
image/vnd.microsoft.icon,82,0.0,1.0
video/quicktime,82,0.0,1.0
video/mp4,82,0.0,1.0
application/xml,83,0.0,1.0
application/fits,83,0.0,1.0
application/x-sh,83,0.0,1.0
application/x-msdownload,83,0.0,1.0
image/jpeg,83,0.0,1.0
application/atom+xml,83,0.0,1.0
image/gif,83,0.0,1.0
image/x-ms-bmp,83,0.0,1.0
image/svg+xml,83,0.0,1.0
text/x-php,83,0.0,1.0
application/xhtml+xml,83,0.0,1.0
application/postscript,83,0.0,1.0
application/x-tika-msoffice,83,0.0,1.0
application/vnd.openxmlformats-officedocument.wordprocessingml.document,83,0.0,1.0
video/x-flv,83,0.0,1.0
text/x-matlab,83,0.0,1.0
application/vnd.ms-excel,83,0.0,1.0
text/plain,83,0.0,1.0
image/png,83,0.0,1.0
application/pdf,83,0.0,1.0
application/msword,83,0.0,1.0
application/x-compress,83,0.0,1.0
application/x-tika-ooxml,83,0.0,1.0
application/rdf+xml,83,0.0,1.0
application/vnd.google-earth.kml+xml,83,0.0,1.0
application/rss+xml,83,0.0,1.0
application/epub+zip,83,0.0,1.0
application/x-elc,83,0.0,1.0
audio/mpeg,83,0.0,1.0
text/html,83,0.0,1.0
image/tiff,83,0.0,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,83,0.0,1.0
application/zip,83,0.0,1.0
image/vnd.microsoft.icon,83,0.0,1.0
video/quicktime,83,0.0,1.0
video/mp4,83,0.0,1.0
application/xml,84,0.010869565217391302,0.9993024631500966
application/fits,84,0.010869565217391304,1.0
application/x-sh,84,0.010869565217391304,1.0
application/x-msdownload,84,0.010869565217391304,1.0
image/jpeg,84,0.010869565217391396,0.9850983610916625
application/atom+xml,84,0.010869565217391306,0.9887993689146504
image/gif,84,0.010869565217391275,0.9909939466899174
image/x-ms-bmp,84,0.010869565217391304,1.0
image/svg+xml,84,0.010869565217391304,1.0
text/x-php,84,0.010869565217391304,1.0
application/xhtml+xml,84,0.010869565217390836,0.9943281807707224
application/postscript,84,0.0108695652173913,0.9919768090177358
application/x-tika-msoffice,84,0.010869565217391302,0.9903398979080917
application/vnd.openxmlformats-officedocument.wordprocessingml.document,84,0.010869565217391304,1.0
video/x-flv,84,0.010869565217391304,1.0
text/x-matlab,84,0.0108695652173913,0.9917433735808114
application/vnd.ms-excel,84,0.010869565217391304,1.0
text/plain,84,0.01086956521739115,0.9929629139483045
image/png,84,0.010869565217391233,0.9659449304506891
application/pdf,84,0.010869565217391365,0.9930321642579739
application/msword,84,0.010869565217391302,0.9950739424086202
application/x-compress,84,0.010869565217391304,1.0
application/x-tika-ooxml,84,0.010869565217391304,1.0
application/rdf+xml,84,0.010869565217391304,1.0
application/vnd.google-earth.kml+xml,84,0.010869565217391304,1.0
application/rss+xml,84,0.010869565217391321,0.9950278816054752
application/epub+zip,84,0.010869565217391304,1.0
application/x-elc,84,0.010869565217391304,1.0
audio/mpeg,84,0.010869565217391304,1.0
text/html,84,0.01086956521739081,0.9980989353199652
image/tiff,84,0.010869565217391304,1.0
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,84,0.010869565217391304,1.0
application/zip,84,0.010869565217391302,0.9903398979080917
image/vnd.microsoft.icon,84,0.0108695652173913,0.992087969909062
video/quicktime,84,0.010869565217391313,0.9866604679397502
video/mp4,84,0.010869565217391304,1.0
application/xml,85,0.09239130434782612,0.6690333166999732
application/fits,85,0.09239130434782608,1.0
application/x-sh,85,0.09239130434782608,1.0
application/x-msdownload,85,0.09239130434782608,1.0
image/jpeg,85,0.09239130434782653,0.7044890951433301
application/atom+xml,85,0.09239130434782607,0.48632159646618106
image/gif,85,0.09239130434782555,0.05541031615295959
image/x-ms-bmp,85,0.09239130434782608,1.0
image/svg+xml,85,0.09239130434782607,0.24219105517314213
text/x-php,85,0.09239130434782608,1.0
application/xhtml+xml,85,0.09239130434782712,0.972302103809013
application/postscript,85,0.09239130434782612,0.31348643271675064
application/x-tika-msoffice,85,0.09239130434782607,0.5372713162222285
application/vnd.openxmlformats-officedocument.wordprocessingml.document,85,0.0923913043478261,0.028697016197123133
video/x-flv,85,0.09239130434782608,1.0
text/x-matlab,85,0.09239130434782614,0.11973543303482939
application/vnd.ms-excel,85,0.09239130434782608,1.0
text/plain,85,0.0923913043478271,0.7378104826103381
image/png,85,0.0923913043478252,0.005322938541574996
application/pdf,85,0.09239130434782634,0.8764494863166257
application/msword,85,0.09239130434782607,0.7290253610229449
application/x-compress,85,0.0923913043478261,0.028697016197123133
application/x-tika-ooxml,85,0.09239130434782608,1.0
application/rdf+xml,85,0.09239130434782608,1.0
application/vnd.google-earth.kml+xml,85,0.09239130434782608,1.0
application/rss+xml,85,0.09239130434782594,0.726868780575198
application/epub+zip,85,0.09239130434782608,1.0
application/x-elc,85,0.09239130434782608,1.0
audio/mpeg,85,0.0923913043478261,0.028697016197123133
text/html,85,0.09239130434783811,0.32399156572823434
image/tiff,85,0.0923913043478261,0.028697016197123133
application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,85,0.09239130434782608,1.0
application/zip,85,0.09239130434782607,0.5372713162222285
image/vnd.microsoft.icon,85,0.09239130434782614,0.13087206329898618
video/quicktime,85,0.09239130434782614,0.5769127456922453
video/mp4,85,0.09239130434782608,1.0
application/xml,86,0.005434782608695651,0.9998255701541741
application/fits,86,0.005434782608695652,1.0
application/x-sh,86,0.005434782608695652,1.0
application/x-msdownload,86,0.005434782608695652,1.0
image/jpeg,86,0.005434782608695698,0.9962535894183843
application/atom+xml,86,0.005434782608695653,0.9971880034616023
image/gif,86,0.005434782608695637,0.9977408425073708
image/x-ms-bmp,86,0.005434782608695652,1.0
image/svg+xml,86,0.005434782608695652,1.0
text/x-php,86,0.005434782608695652,1.0
application/xhtml+xml,86,0.005434782608695418,0.9985790192814201
application/postscript,86,0.00543478260869565,0.9979881390165913
application/x-tika-msoffice,86,0.005434782608695651,0.9975761763263661
application/vnd.openxmlformats-officedocument.wordprocessingml.document,86,0.005434782608695652,1.0
video/x-flv,86,0.005434782608695652,1.0
text/x-matlab,86,0.00543478260869565,0.99792942132371
application/vnd.ms-excel,86,0.005434782608695652,1.0
text/plain,86,0.005434782608695575,0.9982360667824897
image/png,86,0.0054347826086956165,0.9913752944644332
application/pdf,86,0.005434782608695682,0.9982534708435681
